Name,ID,Department,Age,Nationality,Check-In Time,Check-Out Time,Schedule Starting Hour,Schedule Ending Hour,Status,Date,Early Check-In,Late Check-In,Early Check-Out,Late Check-Out,targeted_productivity,smv,wip,over_time,incentive,idle_time,actual_productivity
Jason Vasquez,9870,Data,40,Germany,,,9:00:00,17:00:00,Absent,09/01/2023,,,,,0.8672924064152389,8.320047055306842,9,26,137,17,0.7037079761534486
Jason Vasquez,9870,Data,40,Germany,,,9:00:00,17:00:00,Absent,10/01/2023,,,,,0.8330570077818458,10.281912427413435,1,18,124,27,0.7381412445536202
Jason Vasquez,9870,Data,40,Germany,,,9:00:00,17:00:00,Absent,11/01/2023,,,,,0.8525766860169574,10.48439517438786,7,3,50,23,0.6343584028741034
Jason Vasquez,9870,Data,40,Germany,8:20:00,16:11:00,9:00:00,17:00:00,Present,12/01/2023,True,False,True,False,0.8623952462404687,11.444350091697839,4,13,89,19,0.763574472584612
Jason Vasquez,9870,Data,40,Germany,,,9:00:00,17:00:00,Absent,13/01/2023,,,,,0.808755610321577,8.113955559284918,2,55,95,6,0.666129443182301
Jason Vasquez,9870,Data,40,Germany,8:24:00,17:34:00,9:00:00,17:00:00,Present,14/01/2023,True,False,False,True,0.714304374305667,11.270255424488594,5,17,167,6,0.7048551563963176
Jason Vasquez,9870,Data,40,Germany,,,9:00:00,17:00:00,Absent,15/01/2023,,,,,0.8423862935423249,8.700685987275614,7,2,106,24,0.7000657252262534
Jason Vasquez,9870,Data,40,Germany,9:21:00,17:24:00,9:00:00,17:00:00,Present,16/01/2023,False,True,False,True,0.8347382422406324,11.343451060424735,5,20,45,4,0.7654636980973383
Jason Vasquez,9870,Data,40,Germany,8:36:00,17:03:00,9:00:00,17:00:00,Present,17/01/2023,True,False,False,True,0.8127694585695232,11.81720675145904,7,12,8,26,0.6354025790588518
Jason Vasquez,9870,Data,40,Germany,8:36:00,17:03:00,9:00:00,17:00:00,Present,18/01/2023,True,False,True,False,0.7637070964208205,11.96864435694103,2,51,56,10,0.6042388399561822
Jason Vasquez,9870,Data,40,Germany,8:36:00,17:03:00,9:00:00,17:00:00,Present,19/01/2023,True,False,True,False,0.8768466515190756,9.214058882654749,3,47,157,6,0.7135418337706875
Jason Vasquez,9870,Data,40,Germany,8:36:00,17:03:00,9:00:00,17:00:00,Present,20/01/2023,True,False,True,False,0.7736348552246326,10.57241236639968,4,11,106,12,0.6050673301782461
Jason Vasquez,9870,Data,40,Germany,8:13:00,16:12:00,9:00:00,17:00:00,Present,21/01/2023,True,False,True,False,0.7858380292301943,9.018072617999579,1,28,120,0,0.6332344908155817
Jason Vasquez,9870,Data,40,Germany,8:07:00,16:17:00,9:00:00,17:00:00,Present,22/01/2023,True,False,True,False,0.7618112627872724,11.569706897138916,2,40,148,14,0.7626506070661285
Jason Vasquez,9870,Data,40,Germany,8:07:00,16:17:00,9:00:00,17:00:00,Present,23/01/2023,True,False,True,False,0.7294076609102819,10.298428681006321,8,20,19,15,0.7747680931760977
Jason Vasquez,9870,Data,40,Germany,8:07:00,16:17:00,9:00:00,17:00:00,Present,24/01/2023,True,False,True,False,0.7562227168335701,11.700559063223679,3,20,148,20,0.7098917361198821
Jason Vasquez,9870,Data,40,Germany,8:17:00,17:53:00,9:00:00,17:00:00,Present,25/01/2023,True,False,False,True,0.8414110309281673,11.878401255210544,4,35,22,26,0.7648665856042389
Jason Vasquez,9870,Data,40,Germany,9:51:00,17:45:00,9:00:00,17:00:00,Present,26/01/2023,False,True,False,True,0.8815238552362268,9.538795946248703,7,16,169,6,0.6677733359616216
Jason Vasquez,9870,Data,40,Germany,9:51:00,17:45:00,9:00:00,17:00:00,Present,27/01/2023,True,False,True,False,0.7879826828552106,11.758812811163326,6,10,157,12,0.6517054235259535
Jason Vasquez,9870,Data,40,Germany,9:27:00,16:27:00,9:00:00,17:00:00,Present,28/01/2023,False,True,True,False,0.8400137085643687,10.962593309392053,1,33,189,1,0.7482917899136031
Jason Vasquez,9870,Data,40,Germany,9:27:00,16:27:00,9:00:00,17:00:00,Present,29/01/2023,True,False,True,False,0.7110715369526122,9.635966043043807,3,45,44,11,0.7533267071061499
Jason Vasquez,9870,Data,40,Germany,9:59:00,16:17:00,9:00:00,17:00:00,Present,30/01/2023,False,True,True,False,0.7848560448922062,10.199210100104876,0,47,109,17,0.6082800492485506
Jason Vasquez,9870,Data,40,Germany,9:59:00,16:17:00,9:00:00,17:00:00,Present,31/01/2023,True,False,True,False,0.8923350285129885,9.323923434994546,3,14,130,0,0.7497294517098256
Jason Vasquez,9870,Data,40,Germany,9:59:00,16:17:00,9:00:00,17:00:00,Present,01/02/2023,True,False,True,False,0.713291680958688,11.599869107832518,5,59,31,2,0.6039199670834081
Jason Vasquez,9870,Data,40,Germany,9:59:00,16:17:00,9:00:00,17:00:00,Present,02/02/2023,True,False,True,False,0.8733275659031876,11.189996491682406,3,58,72,9,0.6669788773057072
Jason Vasquez,9870,Data,40,Germany,8:43:00,17:49:00,9:00:00,17:00:00,Present,03/02/2023,True,False,False,True,0.8651103373965462,11.574038705145515,4,57,89,26,0.6819995204840227
Jason Vasquez,9870,Data,40,Germany,8:43:00,17:49:00,9:00:00,17:00:00,Present,04/02/2023,True,False,True,False,0.8543010284412815,10.565843108672146,1,4,60,29,0.6370423763230089
Jason Vasquez,9870,Data,40,Germany,9:02:00,16:17:00,9:00:00,17:00:00,Present,05/02/2023,False,True,True,False,0.7833629210054136,10.765267322129043,6,36,72,8,0.7409507202322312
Jason Vasquez,9870,Data,40,Germany,9:02:00,16:17:00,9:00:00,17:00:00,Present,06/02/2023,True,False,True,False,0.8393317002032376,10.433091992634495,0,16,122,5,0.6145327886626569
Jason Vasquez,9870,Data,40,Germany,9:02:00,16:17:00,9:00:00,17:00:00,Present,07/02/2023,True,False,True,False,0.8890840938241056,11.819609537083938,5,39,55,22,0.6685908653606667
Jason Vasquez,9870,Data,40,Germany,9:47:00,17:06:00,9:00:00,17:00:00,Present,08/02/2023,False,True,False,True,0.8888996716826593,8.3399439256637,7,49,23,2,0.7737500495153871
Jason Vasquez,9870,Data,40,Germany,9:50:00,16:14:00,9:00:00,17:00:00,Present,09/02/2023,False,True,True,False,0.7734210565544088,9.501499975640558,0,7,95,13,0.7965030264123758
Jason Vasquez,9870,Data,40,Germany,9:50:00,16:14:00,9:00:00,17:00:00,Present,10/02/2023,True,False,True,False,0.7381906583345279,8.205658898621225,7,55,27,13,0.721277435110921
Jason Vasquez,9870,Data,40,Germany,9:50:00,16:14:00,9:00:00,17:00:00,Present,11/02/2023,True,False,True,False,0.8579679145158531,8.661415943633195,1,14,63,11,0.7375671900854099
Jason Vasquez,9870,Data,40,Germany,9:50:00,16:14:00,9:00:00,17:00:00,Present,12/02/2023,True,False,True,False,0.7445911438724792,10.702253304458516,7,10,44,11,0.7027574589075463
Jason Vasquez,9870,Data,40,Germany,9:50:00,16:14:00,9:00:00,17:00:00,Present,13/02/2023,True,False,True,False,0.8582689766720363,10.17184238222032,5,30,81,6,0.7625515751179079
Jason Vasquez,9870,Data,40,Germany,9:18:00,16:55:00,9:00:00,17:00:00,Present,14/02/2023,False,True,True,False,0.8720777947206948,8.925974529541424,0,32,179,12,0.7403444496065913
Jason Vasquez,9870,Data,40,Germany,8:27:00,17:37:00,9:00:00,17:00:00,Present,15/02/2023,True,False,False,True,0.7373428457696435,10.707770626722695,3,51,147,7,0.6295269136880705
Jason Vasquez,9870,Data,40,Germany,8:27:00,17:37:00,9:00:00,17:00:00,Present,16/02/2023,True,False,True,False,0.806763295059804,8.901485301446325,5,25,169,25,0.7123061118795379
Jason Vasquez,9870,Data,40,Germany,9:29:00,17:10:00,9:00:00,17:00:00,Present,17/02/2023,False,True,False,True,0.8494358722574099,9.151061686771722,1,26,165,18,0.6063238629609639
Jason Vasquez,9870,Data,40,Germany,9:04:00,17:48:00,9:00:00,17:00:00,Present,18/02/2023,False,True,False,True,0.8761805681450469,10.093031778614932,5,1,109,9,0.7755064776179776
Jason Vasquez,9870,Data,40,Germany,9:41:00,17:38:00,9:00:00,17:00:00,Present,19/02/2023,False,True,False,True,0.72940289600887,9.39294832350643,5,2,61,21,0.6755197444176805
Jason Vasquez,9870,Data,40,Germany,9:41:00,17:38:00,9:00:00,17:00:00,Present,20/02/2023,True,False,True,False,0.7033999275769225,9.563733696807494,1,19,125,17,0.7004180989215171
Jason Vasquez,9870,Data,40,Germany,9:41:00,17:38:00,9:00:00,17:00:00,Present,21/02/2023,True,False,True,False,0.7463856541483812,11.420662985692083,5,50,84,29,0.7930414991505064
Jason Vasquez,9870,Data,40,Germany,8:57:00,17:22:00,9:00:00,17:00:00,Present,22/02/2023,True,False,False,True,0.8686514582974875,10.88971715235554,5,36,85,7,0.6663071315473299
Jason Vasquez,9870,Data,40,Germany,8:57:00,17:22:00,9:00:00,17:00:00,Present,23/02/2023,True,False,True,False,0.773668561449175,9.240626169903251,1,51,186,1,0.6468386169648421
Jason Vasquez,9870,Data,40,Germany,8:57:00,16:36:00,9:00:00,17:00:00,Present,24/02/2023,True,False,True,False,0.7853492829517035,11.186180199321827,0,37,55,25,0.7923328003449805
Jason Vasquez,9870,Data,40,Germany,8:57:00,16:36:00,9:00:00,17:00:00,Present,25/02/2023,True,False,True,False,0.8394985003287831,9.839276332939825,6,51,137,21,0.6885338661978873
Jason Vasquez,9870,Data,40,Germany,9:40:00,16:37:00,9:00:00,17:00:00,Present,26/02/2023,False,True,True,False,0.798078310067482,8.016115693799474,6,35,77,8,0.7164955781204775
Jason Vasquez,9870,Data,40,Germany,9:40:00,16:37:00,9:00:00,17:00:00,Present,27/02/2023,True,False,True,False,0.872911916302272,10.02442710731047,1,46,31,24,0.7164406171174736
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:48:00,9:00:00,17:00:00,Present,28/02/2023,True,False,True,False,0.7427876082134042,8.501759198041686,1,6,36,8,0.7826390754056712
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:48:00,9:00:00,17:00:00,Present,01/03/2023,True,False,True,False,0.8599363002281946,10.34742197157074,8,22,112,27,0.7452383599410538
Jason Vasquez,9870,Data,40,Germany,8:03:00,16:13:00,9:00:00,17:00:00,Present,02/03/2023,True,False,True,False,0.8330311986437072,11.922166124555522,3,51,33,6,0.7171742794362235
Jason Vasquez,9870,Data,40,Germany,8:06:00,16:57:00,9:00:00,17:00:00,Present,03/03/2023,True,False,True,False,0.8289673764900504,11.32131341117032,2,8,12,21,0.7651604521050797
Jason Vasquez,9870,Data,40,Germany,9:04:00,16:31:00,9:00:00,17:00:00,Present,04/03/2023,False,True,True,False,0.7294233565428276,8.116830570971858,6,41,95,21,0.6396067568821735
Jason Vasquez,9870,Data,40,Germany,9:04:00,16:31:00,9:00:00,17:00:00,Present,05/03/2023,True,False,True,False,0.7719209864684522,10.033509027666076,1,34,109,12,0.6777135624564004
Jason Vasquez,9870,Data,40,Germany,8:03:00,16:42:00,9:00:00,17:00:00,Present,06/03/2023,True,False,True,False,0.7415854799770472,8.167457466313722,2,45,189,26,0.6252883379890737
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:28:00,9:00:00,17:00:00,Present,07/03/2023,True,False,True,False,0.7992364745699585,11.686113382276965,1,10,145,26,0.7613785599342391
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:28:00,9:00:00,17:00:00,Present,08/03/2023,True,False,True,False,0.7660001059843573,8.00540372853833,7,10,62,28,0.7201111663740453
Jason Vasquez,9870,Data,40,Germany,8:59:00,17:57:00,9:00:00,17:00:00,Present,09/03/2023,True,False,False,True,0.844511061653862,10.150273055334623,5,6,190,8,0.6405855970782377
Jason Vasquez,9870,Data,40,Germany,8:59:00,17:57:00,9:00:00,17:00:00,Present,10/03/2023,True,False,True,False,0.7562131099750101,11.56289351229358,1,43,186,24,0.7586910577860003
Jason Vasquez,9870,Data,40,Germany,8:12:00,17:11:00,9:00:00,17:00:00,Present,11/03/2023,True,False,False,True,0.8728918242213014,9.744410659975369,0,56,140,22,0.7936440888009271
Jason Vasquez,9870,Data,40,Germany,8:12:00,17:11:00,9:00:00,17:00:00,Present,12/03/2023,True,False,True,False,0.7389904059575192,11.908693983276587,8,28,108,28,0.6895960352296018
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:10:00,9:00:00,17:00:00,Present,13/03/2023,True,False,True,False,0.860192705904303,10.572400125023544,3,14,64,8,0.6649969501215202
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:10:00,9:00:00,17:00:00,Present,14/03/2023,True,False,True,False,0.8430935225343161,11.01366929563657,4,21,172,14,0.6526889656213306
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:10:00,9:00:00,17:00:00,Present,15/03/2023,True,False,True,False,0.7768634729288869,10.409877969608146,0,29,114,22,0.7462792357791891
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:10:00,9:00:00,17:00:00,Present,16/03/2023,True,False,True,False,0.7171875947968516,11.534350507574372,9,1,4,1,0.7341457335260646
Jason Vasquez,9870,Data,40,Germany,8:18:00,17:18:00,9:00:00,17:00:00,Present,17/03/2023,True,False,False,True,0.8085069569888285,9.891780570537449,7,4,10,8,0.7058261795798164
Jason Vasquez,9870,Data,40,Germany,8:18:00,17:18:00,9:00:00,17:00:00,Present,18/03/2023,True,False,True,False,0.8353167074821526,10.018831732782719,3,44,173,4,0.7138054019498091
Jason Vasquez,9870,Data,40,Germany,9:42:00,17:46:00,9:00:00,17:00:00,Present,19/03/2023,False,True,False,True,0.8026149613323801,9.768035881235424,4,6,41,1,0.7839619580179348
Jason Vasquez,9870,Data,40,Germany,9:42:00,17:46:00,9:00:00,17:00:00,Present,20/03/2023,True,False,True,False,0.7000410554890143,11.45858930460614,8,43,38,18,0.7518132703132636
Jason Vasquez,9870,Data,40,Germany,9:42:00,17:46:00,9:00:00,17:00:00,Present,21/03/2023,True,False,True,False,0.889304077965139,9.727373442821069,9,49,131,10,0.6612406976189644
Jason Vasquez,9870,Data,40,Germany,9:31:00,16:18:00,9:00:00,17:00:00,Present,22/03/2023,False,True,True,False,0.8068417302075056,8.30372649826905,6,28,6,8,0.6263924187706317
Jason Vasquez,9870,Data,40,Germany,8:11:00,17:53:00,9:00:00,17:00:00,Present,23/03/2023,True,False,False,True,0.7022354907494791,10.182495269961581,2,32,156,10,0.7822426726909444
Jason Vasquez,9870,Data,40,Germany,8:11:00,17:53:00,9:00:00,17:00:00,Present,24/03/2023,True,False,True,False,0.8849266385812521,9.179713300983709,7,32,14,27,0.6802042896754701
Jason Vasquez,9870,Data,40,Germany,8:17:00,16:56:00,9:00:00,17:00:00,Present,25/03/2023,True,False,True,False,0.748337299678262,9.1317389270376,6,12,146,28,0.6640704677538035
Jason Vasquez,9870,Data,40,Germany,8:19:00,17:05:00,9:00:00,17:00:00,Present,26/03/2023,True,False,False,True,0.7723435068135415,10.584455456534606,3,23,157,8,0.7997739518559628
Jason Vasquez,9870,Data,40,Germany,8:19:00,17:05:00,9:00:00,17:00:00,Present,27/03/2023,True,False,True,False,0.766826644094687,9.41315723145521,8,54,4,21,0.6346938010955658
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:29:00,9:00:00,17:00:00,Present,28/03/2023,True,False,True,False,0.8489841830223152,9.05400109145599,2,25,41,21,0.6072814548508718
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:29:00,9:00:00,17:00:00,Present,29/03/2023,True,False,True,False,0.7008371663808822,10.820674539716668,5,50,187,8,0.7276095216265491
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:29:00,9:00:00,17:00:00,Present,30/03/2023,True,False,True,False,0.8015687769927443,10.36808483568052,7,52,127,19,0.7127066513419837
Jason Vasquez,9870,Data,40,Germany,8:47:00,16:29:00,9:00:00,17:00:00,Present,31/03/2023,True,False,True,False,0.7073177567200747,10.184970370474668,7,37,195,19,0.6473156934299246
Jason Vasquez,9870,Data,40,Germany,9:52:00,16:38:00,9:00:00,17:00:00,Present,01/04/2023,False,True,True,False,0.848892701287125,10.098646778891567,0,47,178,7,0.6148153698264471
Jason Vasquez,9870,Data,40,Germany,9:52:00,16:38:00,9:00:00,17:00:00,Present,02/04/2023,True,False,True,False,0.77590539084354,9.058784873278853,3,39,29,5,0.6131405020975569
Jason Vasquez,9870,Data,40,Germany,8:37:00,17:40:00,9:00:00,17:00:00,Present,03/04/2023,True,False,False,True,0.7244099476404048,11.438011991625173,5,5,72,19,0.6599609478802329
Jason Vasquez,9870,Data,40,Germany,9:42:00,17:39:00,9:00:00,17:00:00,Present,04/04/2023,False,True,False,True,0.8037587809239941,10.811893442639258,4,12,175,28,0.6080068391927014
Jason Vasquez,9870,Data,40,Germany,8:02:00,17:31:00,9:00:00,17:00:00,Present,05/04/2023,True,False,False,True,0.8166632582693554,11.280556004095747,5,24,93,10,0.7607468440913554
Jason Vasquez,9870,Data,40,Germany,8:08:00,17:54:00,9:00:00,17:00:00,Present,06/04/2023,True,False,False,True,0.861268759422339,10.290644425619078,3,58,48,8,0.6558389065482128
Jason Vasquez,9870,Data,40,Germany,8:08:00,17:54:00,9:00:00,17:00:00,Present,07/04/2023,True,False,True,False,0.7344653633264041,9.826784023776323,8,10,123,6,0.7514148937256271
Jason Vasquez,9870,Data,40,Germany,8:08:00,17:54:00,9:00:00,17:00:00,Present,08/04/2023,True,False,True,False,0.7330780740601122,8.249136074917287,7,38,21,8,0.7645218390678675
Jason Vasquez,9870,Data,40,Germany,8:33:00,16:31:00,9:00:00,17:00:00,Present,09/04/2023,True,False,True,False,0.7831074575318397,10.797127183079475,8,41,100,19,0.7486130483464324
Jason Vasquez,9870,Data,40,Germany,9:06:00,16:44:00,9:00:00,17:00:00,Present,10/04/2023,False,True,True,False,0.8401508629534876,10.886852059018777,8,20,79,20,0.6884084050366341
Jason Vasquez,9870,Data,40,Germany,9:06:00,16:44:00,9:00:00,17:00:00,Present,11/04/2023,True,False,True,False,0.8221343871198836,9.666839481261187,7,44,127,19,0.6252767878667493
Jason Vasquez,9870,Data,40,Germany,9:06:00,16:44:00,9:00:00,17:00:00,Present,12/04/2023,True,False,True,False,0.8331893953256073,10.968665473589198,2,57,162,28,0.664750653290125
Jason Vasquez,9870,Data,40,Germany,8:29:00,17:40:00,9:00:00,17:00:00,Present,13/04/2023,True,False,False,True,0.793765863392329,10.330461115618185,4,0,74,28,0.7898347313956144
Jason Vasquez,9870,Data,40,Germany,9:32:00,17:34:00,9:00:00,17:00:00,Present,14/04/2023,False,True,False,True,0.7229609155791553,8.10541131077209,9,27,74,29,0.7583914022612344
Jason Vasquez,9870,Data,40,Germany,9:56:00,17:15:00,9:00:00,17:00:00,Present,15/04/2023,False,True,False,True,0.8242426052274209,11.167232243404634,4,29,68,6,0.7094053646295699
Jason Vasquez,9870,Data,40,Germany,8:26:00,17:44:00,9:00:00,17:00:00,Present,16/04/2023,True,False,False,True,0.8875327009514047,10.311133751823647,9,19,179,12,0.669552002225351
Jason Vasquez,9870,Data,40,Germany,8:26:00,17:44:00,9:00:00,17:00:00,Present,17/04/2023,True,False,True,False,0.7271371175652805,10.487609499851994,7,17,144,8,0.69663837516295
Jason Vasquez,9870,Data,40,Germany,9:47:00,17:39:00,9:00:00,17:00:00,Present,18/04/2023,False,True,False,True,0.8745161663854681,8.69251581751547,3,19,35,9,0.6549416553251097
Jason Vasquez,9870,Data,40,Germany,9:35:00,17:04:00,9:00:00,17:00:00,Present,19/04/2023,False,True,False,True,0.8094342999976273,8.214506539484091,6,4,91,10,0.6379379164965591
Jason Vasquez,9870,Data,40,Germany,9:52:00,16:58:00,9:00:00,17:00:00,Present,20/04/2023,False,True,True,False,0.8299693443896526,8.664340021693068,7,8,50,0,0.7231120042721778
Jason Vasquez,9870,Data,40,Germany,8:33:00,17:03:00,9:00:00,17:00:00,Present,21/04/2023,True,False,False,True,0.8025305029636952,11.094849341162973,2,55,31,21,0.7883221644211635
Jason Vasquez,9870,Data,40,Germany,8:30:00,16:28:00,9:00:00,17:00:00,Present,22/04/2023,True,False,True,False,0.8339872177214782,10.209956121274674,4,53,116,18,0.6867910463757734
Jason Vasquez,9870,Data,40,Germany,8:30:00,16:28:00,9:00:00,17:00:00,Present,23/04/2023,True,False,True,False,0.756709395496626,8.834075688122585,5,4,127,16,0.6919131709788563
Jason Vasquez,9870,Data,40,Germany,8:30:00,16:28:00,9:00:00,17:00:00,Present,24/04/2023,True,False,True,False,0.7000531345780163,8.641859412029515,9,12,56,28,0.7997189059912764
Jason Vasquez,9870,Data,40,Germany,8:30:00,16:28:00,9:00:00,17:00:00,Present,25/04/2023,True,False,True,False,0.7451078539197807,8.17095886077702,2,0,127,7,0.6026650323351238
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:30:00,9:00:00,17:00:00,Present,26/04/2023,False,True,False,True,0.7382344994763324,11.82513387452558,2,7,86,11,0.717183179722414
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:30:00,9:00:00,17:00:00,Present,27/04/2023,True,False,True,False,0.8474866221837928,10.489714335150518,8,36,126,21,0.7039065533989121
Jason Vasquez,9870,Data,40,Germany,9:46:00,16:36:00,9:00:00,17:00:00,Present,28/04/2023,False,True,True,False,0.8896712493249759,9.664820927636264,1,58,5,14,0.6652998197878521
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:07:00,9:00:00,17:00:00,Present,29/04/2023,True,False,True,False,0.8327119473026809,11.361700350695706,8,5,69,10,0.7244662359451403
Jason Vasquez,9870,Data,40,Germany,8:51:00,16:07:00,9:00:00,17:00:00,Present,30/04/2023,True,False,True,False,0.7235436302443181,8.392795563171552,7,0,140,7,0.7511626709876149
Jason Vasquez,9870,Data,40,Germany,9:04:00,16:36:00,9:00:00,17:00:00,Present,01/05/2023,False,True,True,False,0.8982182243791712,11.158373938503463,5,42,196,9,0.6603566589028944
Jason Vasquez,9870,Data,40,Germany,8:13:00,17:45:00,9:00:00,17:00:00,Present,02/05/2023,True,False,False,True,0.7941502713690125,10.945834301243067,0,10,121,15,0.6959425774314993
Jason Vasquez,9870,Data,40,Germany,8:13:00,17:45:00,9:00:00,17:00:00,Present,03/05/2023,True,False,True,False,0.7034740562016767,11.747329596868287,0,29,145,2,0.7308304713536109
Jason Vasquez,9870,Data,40,Germany,8:13:00,17:45:00,9:00:00,17:00:00,Present,04/05/2023,True,False,True,False,0.7275997032720664,10.592256516124948,1,7,196,4,0.6270096893587935
Jason Vasquez,9870,Data,40,Germany,8:02:00,17:10:00,9:00:00,17:00:00,Present,05/05/2023,True,False,False,True,0.8593109643657639,11.087029486813861,3,53,158,27,0.7574489949591859
Jason Vasquez,9870,Data,40,Germany,8:02:00,17:10:00,9:00:00,17:00:00,Present,06/05/2023,True,False,True,False,0.8771318642529644,9.116344668947713,2,11,105,26,0.645543943842728
Jason Vasquez,9870,Data,40,Germany,8:41:00,16:32:00,9:00:00,17:00:00,Present,07/05/2023,True,False,True,False,0.8182039108861792,10.785785078191704,0,17,134,1,0.715348139804653
Jason Vasquez,9870,Data,40,Germany,8:33:00,16:44:00,9:00:00,17:00:00,Present,08/05/2023,True,False,True,False,0.7004580414446215,10.517163783801582,0,52,185,8,0.775438372256481
Jason Vasquez,9870,Data,40,Germany,8:33:00,16:44:00,9:00:00,17:00:00,Present,09/05/2023,True,False,True,False,0.8227953269406706,8.836624020955664,8,45,28,29,0.6889717561441344
Jason Vasquez,9870,Data,40,Germany,8:13:00,16:32:00,9:00:00,17:00:00,Present,10/05/2023,True,False,True,False,0.8104460774818056,11.352651925715211,7,11,154,15,0.6585582263173605
Jason Vasquez,9870,Data,40,Germany,8:13:00,16:32:00,9:00:00,17:00:00,Present,11/05/2023,True,False,True,False,0.8544024837700962,11.79663061682892,1,50,93,23,0.6046501419070411
Jason Vasquez,9870,Data,40,Germany,8:13:00,16:32:00,9:00:00,17:00:00,Present,12/05/2023,True,False,True,False,0.7028143692130742,10.412543317723692,1,23,8,13,0.6139280135043449
Jason Vasquez,9870,Data,40,Germany,9:20:00,16:37:00,9:00:00,17:00:00,Present,13/05/2023,False,True,True,False,0.8378175355417559,11.37367319784562,4,8,187,24,0.630562311013197
Jason Vasquez,9870,Data,40,Germany,9:20:00,16:37:00,9:00:00,17:00:00,Present,14/05/2023,True,False,True,False,0.703914462108401,9.143091330400285,3,37,195,29,0.6083688019963451
Jason Vasquez,9870,Data,40,Germany,9:20:00,16:37:00,9:00:00,17:00:00,Present,15/05/2023,True,False,True,False,0.7928054703511483,10.467589671993354,5,5,177,24,0.6626479696944121
Jason Vasquez,9870,Data,40,Germany,9:13:00,17:59:00,9:00:00,17:00:00,Present,16/05/2023,False,True,False,True,0.790622576192415,8.677038136039407,9,52,157,15,0.6165832748644887
Jason Vasquez,9870,Data,40,Germany,8:21:00,16:45:00,9:00:00,17:00:00,Present,17/05/2023,True,False,True,False,0.7753405803542858,11.179202859519217,1,45,126,0,0.6641979678715849
Jason Vasquez,9870,Data,40,Germany,8:53:00,17:22:00,9:00:00,17:00:00,Present,18/05/2023,True,False,False,True,0.8246705355455737,8.512158475325734,3,15,104,3,0.6009357582946895
Jason Vasquez,9870,Data,40,Germany,8:19:00,17:55:00,9:00:00,17:00:00,Present,19/05/2023,True,False,False,True,0.7682765920216592,9.774121009722508,0,1,100,0,0.7826885263239577
Jason Vasquez,9870,Data,40,Germany,8:05:00,16:24:00,9:00:00,17:00:00,Present,20/05/2023,True,False,True,False,0.7019781618691173,8.088820264273892,2,13,112,11,0.6150789612870542
Jason Vasquez,9870,Data,40,Germany,8:42:00,17:35:00,9:00:00,17:00:00,Present,21/05/2023,True,False,False,True,0.8766096773699479,9.558262030545958,2,45,47,11,0.6444800413320406
Jason Vasquez,9870,Data,40,Germany,8:42:00,17:35:00,9:00:00,17:00:00,Present,22/05/2023,True,False,True,False,0.7519334650281433,9.326678470226764,4,50,178,22,0.6878863487921473
Jason Vasquez,9870,Data,40,Germany,8:42:00,17:35:00,9:00:00,17:00:00,Present,23/05/2023,True,False,True,False,0.8166726462194986,10.681873743950817,7,26,4,24,0.6970432205952907
Jason Vasquez,9870,Data,40,Germany,9:03:00,16:54:00,9:00:00,17:00:00,Present,24/05/2023,False,True,True,False,0.8503783025827092,9.741498887944164,4,37,108,1,0.6542202824562219
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:04:00,9:00:00,17:00:00,Present,25/05/2023,False,True,False,True,0.8510449436353027,9.390549553638031,1,28,49,14,0.6403121558399093
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:04:00,9:00:00,17:00:00,Present,26/05/2023,True,False,True,False,0.7140251647965955,8.700976230543121,1,29,34,12,0.7693473747960664
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:04:00,9:00:00,17:00:00,Present,27/05/2023,True,False,True,False,0.7112764747362189,11.223596222751837,1,51,49,15,0.719329385028414
Jason Vasquez,9870,Data,40,Germany,9:58:00,17:04:00,9:00:00,17:00:00,Present,28/05/2023,True,False,True,False,0.820467919840202,10.021187783620137,3,14,166,8,0.7802775513234099
Jason Vasquez,9870,Data,40,Germany,8:29:00,16:58:00,9:00:00,17:00:00,Present,29/05/2023,True,False,True,False,0.8461529287011077,10.819160139095112,5,15,67,23,0.7795173889389457
Jason Vasquez,9870,Data,40,Germany,8:57:00,17:41:00,9:00:00,17:00:00,Present,30/05/2023,True,False,False,True,0.738480804011987,8.76502147439939,7,30,64,16,0.6185684455769391
Jason Vasquez,9870,Data,40,Germany,9:14:00,16:46:00,9:00:00,17:00:00,Present,31/05/2023,False,True,True,False,0.724332115607315,8.29467090445695,8,43,16,20,0.6247032389478877
Jason Vasquez,9870,Data,40,Germany,9:37:00,16:32:00,9:00:00,17:00:00,Present,01/06/2023,False,True,True,False,0.8261715400731694,10.763487771510043,2,55,147,11,0.7335791287753249
