Name,ID,Department,Age,Check-In Time,Check-Out Time,Schedule Starting Hour,Schedule Ending Hour,Status,Date,Early Check-In,Late Check-In,Early Check-Out,Late Check-Out
Teresa Schmitt,2011,Data,39,8:12:00,17:03:00,9:00:00,17:00:00,Present,26/04/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:12:00,17:03:00,9:00:00,17:00:00,Present,27/04/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:12:00,17:03:00,9:00:00,17:00:00,Present,28/04/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:39:00,17:56:00,9:00:00,17:00:00,Present,29/04/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:37:00,16:07:00,9:00:00,17:00:00,Present,30/04/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:37:00,16:07:00,9:00:00,17:00:00,Present,01/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:37:00,16:07:00,9:00:00,17:00:00,Present,02/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:20:00,17:37:00,9:00:00,17:00:00,Present,03/05/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:25:00,16:08:00,9:00:00,17:00:00,Present,04/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:25:00,16:08:00,9:00:00,17:00:00,Present,05/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:25:00,16:08:00,9:00:00,17:00:00,Present,06/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:38:00,16:31:00,9:00:00,17:00:00,Present,07/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:02:00,16:38:00,9:00:00,17:00:00,Present,08/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:02:00,16:38:00,9:00:00,17:00:00,Present,09/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:02:00,16:38:00,9:00:00,17:00:00,Present,10/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:02:00,16:38:00,9:00:00,17:00:00,Present,11/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:31:00,17:42:00,9:00:00,17:00:00,Present,12/05/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:31:00,17:42:00,9:00:00,17:00:00,Present,13/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:49:00,17:47:00,9:00:00,17:00:00,Present,14/05/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:49:00,17:47:00,9:00:00,17:00:00,Present,15/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:49:00,17:47:00,9:00:00,17:00:00,Present,16/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:49:00,17:47:00,9:00:00,17:00:00,Present,17/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:39:00,16:18:00,9:00:00,17:00:00,Present,18/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:43:00,16:27:00,9:00:00,17:00:00,Present,19/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:43:00,16:27:00,9:00:00,17:00:00,Present,20/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:10:00,16:10:00,9:00:00,17:00:00,Present,21/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:49:00,16:58:00,9:00:00,17:00:00,Present,22/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:53:00,16:59:00,9:00:00,17:00:00,Present,23/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:53:00,16:59:00,9:00:00,17:00:00,Present,24/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:33:00,16:42:00,9:00:00,17:00:00,Present,25/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:11:00,17:14:00,9:00:00,17:00:00,Present,26/05/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,9:08:00,16:11:00,9:00:00,17:00:00,Present,27/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:08:00,16:11:00,9:00:00,17:00:00,Present,28/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:09:00,17:57:00,9:00:00,17:00:00,Present,29/05/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:09:00,17:57:00,9:00:00,17:00:00,Present,30/05/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:51:00,16:25:00,9:00:00,17:00:00,Present,31/05/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:02:00,17:37:00,9:00:00,17:00:00,Present,01/06/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,9:02:00,17:37:00,9:00:00,17:00:00,Present,02/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:45:00,16:01:00,9:00:00,17:00:00,Present,03/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:45:00,16:01:00,9:00:00,17:00:00,Present,04/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:45:00,16:01:00,9:00:00,17:00:00,Present,05/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:15:00,16:01:00,9:00:00,17:00:00,Present,06/06/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:15:00,16:01:00,9:00:00,17:00:00,Present,07/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:15:00,16:01:00,9:00:00,17:00:00,Present,08/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:15:00,16:01:00,9:00:00,17:00:00,Present,09/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:15:00,16:01:00,9:00:00,17:00:00,Present,10/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:56:00,17:33:00,9:00:00,17:00:00,Present,11/06/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:56:00,17:33:00,9:00:00,17:00:00,Present,12/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:41:00,16:54:00,9:00:00,17:00:00,Present,13/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:35:00,16:29:00,9:00:00,17:00:00,Present,14/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:38:00,16:30:00,9:00:00,17:00:00,Present,15/06/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:32:00,17:50:00,9:00:00,17:00:00,Present,16/06/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,9:28:00,16:24:00,9:00:00,17:00:00,Present,17/06/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:28:00,16:24:00,9:00:00,17:00:00,Present,18/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:52:00,16:15:00,9:00:00,17:00:00,Present,19/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:35:00,16:03:00,9:00:00,17:00:00,Present,20/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:03:00,16:30:00,9:00:00,17:00:00,Present,21/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:11:00,17:53:00,9:00:00,17:00:00,Present,22/06/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:11:00,17:53:00,9:00:00,17:00:00,Present,23/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:11:00,17:53:00,9:00:00,17:00:00,Present,24/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:11:00,17:53:00,9:00:00,17:00:00,Present,25/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:01:00,17:49:00,9:00:00,17:00:00,Present,26/06/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:01:00,17:49:00,9:00:00,17:00:00,Present,27/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:01:00,17:49:00,9:00:00,17:00:00,Present,28/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:01:00,17:49:00,9:00:00,17:00:00,Present,29/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:01:00,17:49:00,9:00:00,17:00:00,Present,30/06/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:20:00,17:36:00,9:00:00,17:00:00,Present,01/07/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:20:00,17:36:00,9:00:00,17:00:00,Present,02/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:20:00,17:36:00,9:00:00,17:00:00,Present,03/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:58:00,16:30:00,9:00:00,17:00:00,Present,04/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:58:00,16:30:00,9:00:00,17:00:00,Present,05/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:25:00,16:05:00,9:00:00,17:00:00,Present,06/07/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:25:00,16:05:00,9:00:00,17:00:00,Present,07/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:25:00,16:05:00,9:00:00,17:00:00,Present,08/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:25:00,16:05:00,9:00:00,17:00:00,Present,09/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:17:00,17:41:00,9:00:00,17:00:00,Present,10/07/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,9:17:00,17:41:00,9:00:00,17:00:00,Present,11/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:17:00,17:41:00,9:00:00,17:00:00,Present,12/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:13:00,16:32:00,9:00:00,17:00:00,Present,13/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:53:00,17:40:00,9:00:00,17:00:00,Present,14/07/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:17:00,16:38:00,9:00:00,17:00:00,Present,15/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:17:00,16:38:00,9:00:00,17:00:00,Present,16/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:17:00,16:38:00,9:00:00,17:00:00,Present,17/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:17:00,16:38:00,9:00:00,17:00:00,Present,18/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:53:00,17:25:00,9:00:00,17:00:00,Present,19/07/2023,FALSE,TRUE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,9:53:00,17:25:00,9:00:00,17:00:00,Present,20/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:53:00,17:25:00,9:00:00,17:00:00,Present,21/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:33:00,16:23:00,9:00:00,17:00:00,Present,22/07/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:33:00,16:23:00,9:00:00,17:00:00,Present,23/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:29:00,16:24:00,9:00:00,17:00:00,Present,24/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:56:00,16:02:00,9:00:00,17:00:00,Present,25/07/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:56:00,16:02:00,9:00:00,17:00:00,Present,26/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:56:00,16:02:00,9:00:00,17:00:00,Present,27/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,28/07/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,29/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,30/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,31/07/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,01/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:50:00,16:29:00,9:00:00,17:00:00,Present,02/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:27:00,17:16:00,9:00:00,17:00:00,Present,03/08/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:23:00,17:54:00,9:00:00,17:00:00,Present,04/08/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:23:00,17:54:00,9:00:00,17:00:00,Present,05/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:27:00,17:53:00,9:00:00,17:00:00,Present,06/08/2023,TRUE,FALSE,FALSE,TRUE
Teresa Schmitt,2011,Data,39,8:40:00,16:10:00,9:00:00,17:00:00,Present,07/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:40:00,16:10:00,9:00:00,17:00:00,Present,08/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:40:00,16:10:00,9:00:00,17:00:00,Present,09/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:40:00,16:10:00,9:00:00,17:00:00,Present,10/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:31:00,16:40:00,9:00:00,17:00:00,Present,11/08/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:52:00,16:32:00,9:00:00,17:00:00,Present,12/08/2023,FALSE,TRUE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,9:52:00,16:32:00,9:00:00,17:00:00,Present,13/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:19:00,16:12:00,9:00:00,17:00:00,Present,14/08/2023,TRUE,FALSE,TRUE,FALSE
Teresa Schmitt,2011,Data,39,8:19:00,16:12:00,9:00:00,17:00:00,Present,15/08/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,01/01/2023,,,,
Mr. Gary Gates,3865,Data,34,8:06:00,17:59:00,9:00:00,17:00:00,Present,02/01/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:06:00,16:05:00,9:00:00,17:00:00,Present,03/01/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,04/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,05/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,06/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,07/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,08/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,09/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,10/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,11/01/2023,,,,
Mr. Gary Gates,3865,Data,34,9:45:00,17:17:00,9:00:00,17:00:00,Present,12/01/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:43:00,17:16:00,9:00:00,17:00:00,Present,13/01/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,14/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,15/01/2023,,,,
Mr. Gary Gates,3865,Data,34,9:44:00,16:42:00,9:00:00,17:00:00,Present,16/01/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:29:00,16:26:00,9:00:00,17:00:00,Present,17/01/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:41:00,17:59:00,9:00:00,17:00:00,Present,18/01/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,19/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Absent,20/01/2023,,,,
Mr. Gary Gates,3865,Data,34,,,9:00:00,17:00:00,Present,21/01/2023,FALSE,FALSE,FALSE,FALSE
Mr. Gary Gates,3865,Data,34,9:54:00,16:16:00,9:00:00,17:00:00,Present,22/01/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:38:00,16:32:00,9:00:00,17:00:00,Present,23/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:38:00,16:32:00,9:00:00,17:00:00,Present,24/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:02:00,17:53:00,9:00:00,17:00:00,Present,25/01/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:00:00,16:01:00,9:00:00,17:00:00,Present,26/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:00:00,16:01:00,9:00:00,17:00:00,Present,27/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:00:00,16:01:00,9:00:00,17:00:00,Present,28/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:00:00,16:01:00,9:00:00,17:00:00,Present,29/01/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:33:00,17:59:00,9:00:00,17:00:00,Present,30/01/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:07:00,16:15:00,9:00:00,17:00:00,Present,31/01/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:24:00,16:08:00,9:00:00,17:00:00,Present,01/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:24:00,16:08:00,9:00:00,17:00:00,Present,02/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:00:00,17:13:00,9:00:00,17:00:00,Present,03/02/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:38:00,16:34:00,9:00:00,17:00:00,Present,04/02/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:23:00,16:59:00,9:00:00,17:00:00,Present,05/02/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:39:00,17:50:00,9:00:00,17:00:00,Present,06/02/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:53:00,17:36:00,9:00:00,17:00:00,Present,07/02/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:53:00,17:36:00,9:00:00,17:00:00,Present,08/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:53:00,17:36:00,9:00:00,17:00:00,Present,09/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:53:00,17:36:00,9:00:00,17:00:00,Present,10/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:31:00,17:30:00,9:00:00,17:00:00,Present,11/02/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:31:00,17:30:00,9:00:00,17:00:00,Present,12/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:41:00,16:08:00,9:00:00,17:00:00,Present,13/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:41:00,16:08:00,9:00:00,17:00:00,Present,14/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:52:00,16:00:00,9:00:00,17:00:00,Present,15/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:52:00,16:00:00,9:00:00,17:00:00,Present,16/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:52:00,16:00:00,9:00:00,17:00:00,Present,17/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:48:00,16:09:00,9:00:00,17:00:00,Present,18/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:01:00,16:27:00,9:00:00,17:00:00,Present,19/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:28:00,16:07:00,9:00:00,17:00:00,Present,20/02/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:28:00,16:07:00,9:00:00,17:00:00,Present,21/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:28:00,16:07:00,9:00:00,17:00:00,Present,22/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:51:00,17:31:00,9:00:00,17:00:00,Present,23/02/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:18:00,17:02:00,9:00:00,17:00:00,Present,24/02/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:18:00,17:02:00,9:00:00,17:00:00,Present,25/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:18:00,17:02:00,9:00:00,17:00:00,Present,26/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:18:00,17:02:00,9:00:00,17:00:00,Present,27/02/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:42:00,17:32:00,9:00:00,17:00:00,Present,28/02/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:42:00,17:32:00,9:00:00,17:00:00,Present,01/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:42:00,17:32:00,9:00:00,17:00:00,Present,02/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:07:00,17:53:00,9:00:00,17:00:00,Present,03/03/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:14:00,16:26:00,9:00:00,17:00:00,Present,04/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:14:00,16:26:00,9:00:00,17:00:00,Present,05/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:29:00,17:11:00,9:00:00,17:00:00,Present,06/03/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:47:00,17:23:00,9:00:00,17:00:00,Present,07/03/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:47:00,17:23:00,9:00:00,17:00:00,Present,08/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:47:00,17:23:00,9:00:00,17:00:00,Present,09/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:47:00,17:23:00,9:00:00,17:00:00,Present,10/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:39:00,16:16:00,9:00:00,17:00:00,Present,11/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:51:00,17:29:00,9:00:00,17:00:00,Present,12/03/2023,TRUE,FALSE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,9:58:00,16:26:00,9:00:00,17:00:00,Present,13/03/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:59:00,16:08:00,9:00:00,17:00:00,Present,14/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:02:00,16:51:00,9:00:00,17:00:00,Present,15/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:02:00,16:51:00,9:00:00,17:00:00,Present,16/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:03:00,17:58:00,9:00:00,17:00:00,Present,17/03/2023,FALSE,TRUE,FALSE,TRUE
Mr. Gary Gates,3865,Data,34,8:00:00,16:33:00,9:00:00,17:00:00,Present,18/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:33:00,16:28:00,9:00:00,17:00:00,Present,19/03/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:33:00,16:28:00,9:00:00,17:00:00,Present,20/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:33:00,16:28:00,9:00:00,17:00:00,Present,21/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:33:00,16:28:00,9:00:00,17:00:00,Present,22/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:59:00,16:23:00,9:00:00,17:00:00,Present,23/03/2023,FALSE,TRUE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,9:59:00,16:23:00,9:00:00,17:00:00,Present,24/03/2023,TRUE,FALSE,TRUE,FALSE
Mr. Gary Gates,3865,Data,34,8:15:00,16:37:00,9:00:00,17:00:00,Present,25/03/2023,TRUE,FALSE,TRUE,FALSE
